"Cr_peptideName","All_GO"
"Ceric.01G023100.1.p",""
"Ceric.01G023100.2.p",""
"Ceric.01G023100.3.p",""
"Ceric.01G023200.1.p","GO:0005524, GO:0005737, GO:0006457, GO:0042026, GO:0051082"
"Ceric.01G023200.2.p","GO:0005524, GO:0006457, GO:0051082, "
"Ceric.01G023300.1.p",""
"Ceric.01G023400.1.p",""
"Ceric.01G023500.1.p",""
"Ceric.01G023600.1.p",""
"Ceric.01G023600.2.p",""
"Ceric.01G023700.1.p","GO:0006508, GO:0008234, "
"Ceric.01G023700.2.p","GO:0006508, GO:0008234, "
"Ceric.01G023700.3.p","GO:0006508, GO:0008234, "
"Ceric.01G023700.4.p","GO:0006508, GO:0008234, "
"Ceric.01G023700.5.p","GO:0006508, GO:0008234, "
"Ceric.01G023800.1.p",""
"Ceric.01G023900.1.p",""
"Ceric.01G024000.1.p",""
"Ceric.01G024100.1.p","GO:0006633, "
"Ceric.01G024200.1.p","GO:0006633, "
"Ceric.01G024300.1.p",""
"Ceric.01G024400.1.p",""
"Ceric.01G024400.2.p",""
"Ceric.01G024400.3.p",""
"Ceric.01G024500.1.p",""
"Ceric.01G024600.1.p","GO:0004970, GO:0016020, "
"Ceric.01G024700.1.p","GO:0007165, "
"Ceric.01G024700.2.p","GO:0007165, "
"Ceric.01G024700.3.p","GO:0007165, "
"Ceric.01G024700.4.p","GO:0007165, "
"Ceric.01G024700.5.p","GO:0007165, "
"Ceric.01G024700.6.p","GO:0007165, "
"Ceric.01G024800.1.p",""
"Ceric.01G024800.2.p",""
"Ceric.01G024800.3.p",""
"Ceric.01G024800.4.p",""
"Ceric.01G024900.1.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G024900.2.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G024900.3.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G024900.4.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G024900.5.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G024900.6.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G024900.7.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G024900.8.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G024900.9.p","GO:0003677, GO:0005515, GO:0008270, GO:0016706, GO:0055114, "
"Ceric.01G025000.1.p","GO:0003899, GO:0006351"
"Ceric.01G025000.2.p","GO:0003899, GO:0006351, "
"Ceric.01G025100.1.p",""
"Ceric.01G025200.1.p","GO:0006282"
"Ceric.01G025300.1.p","GO:0003824, "
"Ceric.01G025300.2.p","GO:0003824, "
"Ceric.01G025300.3.p","GO:0003824, "
"Ceric.01G025300.4.p","GO:0003824, "
"Ceric.01G025400.1.p",""
"Ceric.01G025400.2.p",""
"Ceric.01G025400.3.p",""
"Ceric.01G025400.4.p",""
"Ceric.01G025500.1.p","GO:0003677, GO:0003824, GO:0004518, GO:0006281, "
"Ceric.01G025500.2.p","GO:0003677, GO:0003824, GO:0004518, GO:0006281, "
"Ceric.01G025500.3.p","GO:0003677, GO:0003824, GO:0004518, GO:0006281, "
"Ceric.01G025500.4.p",""
"Ceric.01G025600.1.p",""
"Ceric.01G025600.2.p",""
"Ceric.01G025700.1.p",""
"Ceric.01G025800.1.p","GO:0000148, GO:0003843, GO:0006075, GO:0016020, "
"Ceric.01G025800.2.p","GO:0000148, GO:0003843, GO:0006075, GO:0016020, "
"Ceric.01G025800.3.p","GO:0000148, GO:0003843, GO:0006075, GO:0016020, "
"Ceric.01G025900.1.p",""
"Ceric.01G025900.2.p",""
"Ceric.01G026000.1.p","GO:0007076, "
"Ceric.01G026000.2.p","GO:0007076, "
"Ceric.01G026100.1.p","GO:0005515, "
"Ceric.01G026100.2.p","GO:0005515, "
"Ceric.01G026100.3.p",""
"Ceric.01G026100.4.p",""
"Ceric.01G026100.5.p","GO:0005515, "
"Ceric.01G026100.6.p","GO:0005515, "
"Ceric.01G026200.1.p",""
"Ceric.01G026300.1.p",""
"Ceric.01G026300.2.p",""
"Ceric.01G026300.3.p",""
"Ceric.01G026300.4.p",""
"Ceric.01G026400.1.p","GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544, "
"Ceric.01G026400.2.p","GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544, "
"Ceric.01G026400.3.p","GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544, "
"Ceric.01G026400.4.p","GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544, "
"Ceric.01G026400.5.p","GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544, "
"Ceric.01G026400.6.p","GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544, "
"Ceric.01G026400.7.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, GO:0048544, "
"Ceric.01G026500.1.p","GO:0005515, "
"Ceric.01G026600.1.p","GO:0005515, "
"Ceric.01G026600.2.p","GO:0005515, "
"Ceric.01G026700.1.p",""
"Ceric.01G026700.2.p",""
"Ceric.01G026700.3.p",""
"Ceric.01G026800.1.p",""
"Ceric.01G026800.2.p",""
"Ceric.01G026800.3.p",""
"Ceric.01G026800.4.p",""
"Ceric.01G026900.1.p","GO:0005515"
"Ceric.01G027000.1.p",", GO:0032012, GO:0005086"
"Ceric.01G027000.10.p",""
"Ceric.01G027000.2.p",""
"Ceric.01G027000.3.p",""
"Ceric.01G027000.4.p",""
"Ceric.01G027000.5.p",""
"Ceric.01G027000.6.p",""
"Ceric.01G027000.7.p",""
"Ceric.01G027000.8.p",""
"Ceric.01G027000.9.p",""
"Ceric.01G027100.1.p",""
"Ceric.01G027100.2.p",""
"Ceric.01G027100.3.p",""
"Ceric.01G027100.4.p",""
"Ceric.01G027100.5.p",""
"Ceric.01G027100.6.p",""
"Ceric.01G027100.7.p",""
"Ceric.01G027200.1.p",""
"Ceric.01G027300.1.p",""
"Ceric.01G027300.2.p",""
"Ceric.01G027300.3.p",""
"Ceric.01G027300.4.p",""
"Ceric.01G027400.1.p","GO:0003824, GO:0050662, "
"Ceric.01G027400.2.p","GO:0003824, GO:0050662, "
"Ceric.01G027400.3.p","GO:0003824, GO:0050662, "
"Ceric.01G027400.4.p","GO:0003824, GO:0050662, "
"Ceric.01G027500.1.p","GO:0003824, GO:0050662, "
"Ceric.01G027500.2.p",""
"Ceric.01G027500.3.p",""
"Ceric.01G027500.4.p","GO:0003824, GO:0050662, "
"Ceric.01G027500.5.p","GO:0003824, GO:0050662, "
"Ceric.01G027500.6.p",""
"Ceric.01G027500.7.p",""
"Ceric.01G027500.8.p","GO:0003824, GO:0050662, "
"Ceric.01G027500.9.p","GO:0003824, GO:0050662, "
"Ceric.01G027600.1.p",""
"Ceric.01G027700.1.p","GO:0004348, GO:0006665, GO:0016021, "
"Ceric.01G027700.2.p","GO:0004348, GO:0006665, GO:0016021, "
"Ceric.01G027700.3.p","GO:0004348, GO:0006665, GO:0016021, "
"Ceric.01G027700.4.p","GO:0004348, GO:0006665, GO:0006680, GO:0016020, GO:0016021, "
"Ceric.01G027700.5.p","GO:0004348, GO:0006665, GO:0006680, GO:0016020, GO:0016021, "
"Ceric.01G027800.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114"
"Ceric.01G027900.1.p","GO:0005096, "
"Ceric.01G027900.2.p","GO:0005096, "
"Ceric.01G027900.3.p",""
"Ceric.01G028000.1.p",""
"Ceric.01G028100.1.p",""
"Ceric.01G028100.2.p",""
"Ceric.01G028100.3.p",""
"Ceric.01G028200.1.p","GO:0003723, GO:0006396, GO:0008173, "
"Ceric.01G028300.1.p","GO:0005524, GO:0005737, GO:0016787, GO:0016887, GO:0030163"
"Ceric.01G028400.1.p","GO:0005673, GO:0006367, "
"Ceric.01G028500.1.p","GO:0009523, GO:0009539, GO:0015979, GO:0016020, "
"Ceric.01G028600.1.p","GO:0006508, GO:0008233"
"Ceric.01G028600.2.p","GO:0006508, GO:0008233, "
"Ceric.01G028600.3.p","GO:0006508, GO:0008233, "
"Ceric.01G028700.1.p",""
"Ceric.01G028700.2.p",""
"Ceric.01G028800.1.p",""
"Ceric.01G028900.1.p",""
"Ceric.01G028900.2.p",""
"Ceric.01G028900.3.p",""
"Ceric.01G029000.1.p",""
"Ceric.01G029000.2.p",""
"Ceric.01G029000.3.p",""
"Ceric.01G029000.4.p",""
"Ceric.01G029100.1.p","GO:0016020"
"Ceric.01G029200.1.p",""
"Ceric.01G029300.1.p",""
"Ceric.01G029400.1.p",""
"Ceric.01G029500.1.p",""
"Ceric.01G029600.1.p","GO:0016021, GO:0022857, GO:0055085, "
"Ceric.01G029700.1.p",""
"Ceric.01G029700.2.p",""
"Ceric.01G029700.3.p",""
"Ceric.01G029700.4.p",""
"Ceric.01G029800.1.p","GO:0005744, GO:0006886, GO:0015450"
"Ceric.01G029800.2.p","GO:0005744, GO:0006886, GO:0015450, "
"Ceric.01G029900.1.p",""
"Ceric.01G029900.2.p",""
"Ceric.01G030000.1.p",""
"Ceric.01G030000.2.p",""
"Ceric.01G030100.1.p","GO:0005515, GO:0006351, GO:0043565, "
"Ceric.01G030100.2.p","GO:0005515, GO:0006351, GO:0043565, "
"Ceric.01G030100.3.p","GO:0005515, GO:0006351, GO:0043565, "
"Ceric.01G030100.4.p","GO:0005515, GO:0006351, GO:0043565, "
"Ceric.01G030200.1.p",""
"Ceric.01G030300.1.p","GO:0016021, GO:0022857, GO:0055085, "
"Ceric.01G030400.1.p",""
"Ceric.01G030400.2.p",""
"Ceric.01G030400.3.p",""
"Ceric.01G030400.4.p",""
"Ceric.01G030500.1.p","GO:0003676, GO:0008270"
"Ceric.01G030500.2.p","GO:0003676, GO:0008270, "
"Ceric.01G030500.3.p","GO:0003676, GO:0008270, "
"Ceric.01G030500.4.p","GO:0003676, GO:0008270, "
"Ceric.01G030500.5.p","GO:0003676, GO:0008270, "
"Ceric.01G030600.1.p",""
"Ceric.01G030700.1.p",""
"Ceric.01G030800.1.p",""
"Ceric.01G030800.2.p",""
"Ceric.01G030900.1.p","GO:0008152, GO:0016491, GO:0055114"
"Ceric.01G030900.10.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.11.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.12.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.13.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.14.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.2.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.3.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.4.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.5.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.6.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.7.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.8.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G030900.9.p","GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G031000.1.p",""
"Ceric.01G031100.1.p",""
"Ceric.01G031200.1.p",""
"Ceric.01G031200.2.p",""
"Ceric.01G031200.3.p",""
"Ceric.01G031200.4.p",""
"Ceric.01G031300.1.p",""
"Ceric.01G031300.2.p",""
"Ceric.01G031300.3.p",""
"Ceric.01G031400.1.p","GO:0009055, GO:0015035, GO:0045454, "
"Ceric.01G031400.2.p","GO:0009055, GO:0015035, GO:0045454, "
"Ceric.01G031400.3.p","GO:0009055, GO:0015035, GO:0045454, "
"Ceric.01G031500.1.p","GO:0003676, GO:0008270, "
"Ceric.01G031600.1.p",""
"Ceric.01G031700.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G031700.2.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G031700.3.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G031800.1.p",""
"Ceric.01G031900.1.p",""
"Ceric.01G032000.1.p",""
"Ceric.01G032100.1.p",""
"Ceric.01G032200.1.p",""
"Ceric.01G032300.1.p","GO:0004089, GO:0008270"
"Ceric.01G032300.2.p","GO:0004089, GO:0008270, "
"Ceric.01G032300.3.p","GO:0004089, GO:0008270, "
"Ceric.01G032300.4.p","GO:0004089, GO:0008270, "
"Ceric.01G032400.1.p","GO:0000469, GO:0004521, GO:0042274, "
"Ceric.01G032400.2.p",""
"Ceric.01G032500.1.p",""
"Ceric.01G032500.2.p",""
"Ceric.01G032600.1.p",""
"Ceric.01G032700.1.p","GO:0004097, GO:0008152, GO:0016491, GO:0055114, "
"Ceric.01G032800.1.p","GO:0005524, GO:0005737, GO:0006457, GO:0042026, GO:0051082"
"Ceric.01G032800.2.p","GO:0005524, GO:0005737, GO:0006457, GO:0042026, GO:0051082, "
"Ceric.01G032800.3.p","GO:0005524, GO:0005737, GO:0006457, GO:0042026, GO:0051082, "
"Ceric.01G032800.4.p","GO:0005524, GO:0006457, GO:0051082, "
"Ceric.01G032900.1.p","GO:0008168, "
"Ceric.01G033000.1.p","GO:0030001, GO:0046872, "
"Ceric.01G033100.1.p","GO:0005515, "
"Ceric.01G033100.2.p","GO:0005515, "
"Ceric.01G033100.3.p","GO:0005515, "
"Ceric.01G033100.4.p","GO:0005515, "
"Ceric.01G033100.5.p",""
"Ceric.01G033200.1.p","GO:0003676, "
"Ceric.01G033200.2.p",""
"Ceric.01G033300.1.p","GO:0000786, GO:0003677, GO:0005634, "
"Ceric.01G033400.1.p",""
"Ceric.01G033500.1.p",""
"Ceric.01G033600.1.p","GO:0006486, GO:0016757, GO:0047216, GO:0006012, , GO:0007126"
"Ceric.01G033600.2.p","GO:0016757, "
"Ceric.01G033600.3.p","GO:0006012, GO:0016757, GO:0047216, "
"Ceric.01G033700.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G033800.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G033900.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034000.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034000.2.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034100.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034200.1.p","GO:0004386, GO:0005524, , GO:0006281, GO:0003678, GO:0000723"
"Ceric.01G034300.1.p","GO:0007034, "
"Ceric.01G034400.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034500.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034600.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034700.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034800.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G034900.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G035000.1.p",""
"Ceric.01G035100.1.p",""
"Ceric.01G035200.1.p",""
"Ceric.01G035300.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G035400.1.p",""
"Ceric.01G035500.1.p",""
"Ceric.01G035600.1.p",""
"Ceric.01G035700.1.p",""
"Ceric.01G035800.1.p",""
"Ceric.01G035900.1.p",""
"Ceric.01G036000.1.p",""
"Ceric.01G036000.2.p",""
"Ceric.01G036100.1.p",""
"Ceric.01G036200.1.p",""
"Ceric.01G036300.1.p",""
"Ceric.01G036400.1.p",""
"Ceric.01G036500.1.p",""
"Ceric.01G036600.1.p",""
"Ceric.01G036700.1.p",""
"Ceric.01G036800.1.p",""
"Ceric.01G036900.1.p",""
"Ceric.01G037000.1.p",""
"Ceric.01G037100.1.p",""
"Ceric.01G037200.1.p",""
"Ceric.01G037300.1.p",""
"Ceric.01G037400.1.p",""
"Ceric.01G037500.1.p",""
"Ceric.01G037600.1.p",""
"Ceric.01G037700.1.p",""
"Ceric.01G037700.2.p",""
"Ceric.01G037800.1.p",""
"Ceric.01G037900.1.p",""
"Ceric.01G038000.1.p",""
"Ceric.01G038100.1.p",""
"Ceric.01G038200.1.p",""
"Ceric.01G038300.1.p","GO:0003677, GO:0008270, "
"Ceric.01G038300.2.p","GO:0008270, "
"Ceric.01G038300.3.p","GO:0008270, "
"Ceric.01G038400.1.p",""
"Ceric.01G038400.2.p",""
"Ceric.01G038500.1.p","GO:0008152, GO:0016616, GO:0051287, GO:0055114"
"Ceric.01G038500.2.p","GO:0008152, GO:0016616, GO:0051287, GO:0055114, "
"Ceric.01G038600.1.p",""
"Ceric.01G038600.2.p",""
"Ceric.01G038600.3.p",""
"Ceric.01G038600.4.p",""
"Ceric.01G038700.1.p",""
"Ceric.01G038700.2.p",""
"Ceric.01G038700.3.p",""
"Ceric.01G038800.1.p","GO:0016747"
"Ceric.01G038900.1.p","GO:0008289, "
"Ceric.01G038900.2.p","GO:0008289, "
"Ceric.01G038900.3.p","GO:0008289, "
"Ceric.01G038900.4.p","GO:0008289, "
"Ceric.01G038900.5.p","GO:0008289, "
"Ceric.01G039000.1.p",", GO:0005751, GO:0005743, GO:0004129"
"Ceric.01G039100.1.p",""
"Ceric.01G039200.1.p",""
"Ceric.01G039200.2.p",""
"Ceric.01G039300.1.p",""
"Ceric.01G039300.2.p",""
"Ceric.01G039300.3.p",""
"Ceric.01G039400.1.p",""
"Ceric.01G039400.2.p",""
"Ceric.01G039400.3.p",""
"Ceric.01G039400.4.p",""
"Ceric.01G039500.1.p","GO:0003824, "
"Ceric.01G039500.2.p","GO:0003824, "
"Ceric.01G039600.1.p","GO:0005199, "
"Ceric.01G039700.1.p",""
"Ceric.01G039800.1.p",""
"Ceric.01G039800.2.p",""
"Ceric.01G039800.3.p",""
"Ceric.01G039800.4.p","GO:0005199, "
"Ceric.01G039800.5.p","GO:0005199, "
"Ceric.01G039900.1.p","GO:0006400, GO:0008176, "
"Ceric.01G039900.2.p","GO:0006400, GO:0008176, "
"Ceric.01G040000.1.p","GO:0005509, "
"Ceric.01G040100.1.p","GO:0016787, "
"Ceric.01G040100.2.p","GO:0016787, "
"Ceric.01G040200.1.p","GO:0003676"
"Ceric.01G040200.2.p","GO:0003676, "
"Ceric.01G040200.3.p","GO:0003676, "
"Ceric.01G040200.4.p","GO:0003676, "
"Ceric.01G040200.5.p","GO:0003676, "
"Ceric.01G040300.1.p",""
"Ceric.01G040400.1.p",""
"Ceric.01G040400.2.p",""
"Ceric.01G040500.1.p","GO:0004672, GO:0006468, "
"Ceric.01G040600.1.p",""
"Ceric.01G040700.1.p",", GO:0005515"
"Ceric.01G040800.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.01G040800.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.01G040900.1.p",""
"Ceric.01G041000.1.p",""
"Ceric.01G041100.1.p","GO:0008152, GO:0016597, GO:0046983, "
"Ceric.01G041200.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, "
"Ceric.01G041200.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.01G041200.3.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.01G041300.1.p","GO:0003677, GO:0005524, GO:0016787, "
"Ceric.01G041300.2.p","GO:0003677, GO:0005524, GO:0016787, "
"Ceric.01G041400.1.p",""
"Ceric.01G041400.2.p",""
"Ceric.01G041400.3.p",""
"Ceric.01G041500.1.p",""
"Ceric.01G041600.1.p","GO:0005515, GO:0008270, "
"Ceric.01G041600.2.p","GO:0005515, GO:0008270, "
"Ceric.01G041700.1.p",""
"Ceric.01G041800.1.p",""
"Ceric.01G041800.2.p",""
"Ceric.01G041800.3.p",""
"Ceric.01G041800.4.p",""
"Ceric.01G041900.1.p",""
"Ceric.01G041900.2.p",""
"Ceric.01G041900.3.p",""
"Ceric.01G042000.1.p",""
"Ceric.01G042000.2.p",""
"Ceric.01G042100.1.p",", GO:0003676"
"Ceric.01G042200.1.p","GO:0046983, "
"Ceric.01G042300.1.p",""
"Ceric.01G042400.1.p",""
"Ceric.01G042500.1.p",""
"Ceric.01G042600.1.p","GO:0006457, GO:0016272, GO:0051082"
"Ceric.01G042700.1.p",""
"Ceric.01G042800.1.p",""
"Ceric.01G042900.1.p",""
"Ceric.01G043000.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.01G043000.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.01G043000.3.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.01G043100.1.p",""
"Ceric.01G043100.2.p",""
"Ceric.01G043100.3.p",""
"Ceric.01G043100.4.p",""
"Ceric.01G043200.1.p","GO:0003676, "
"Ceric.01G043300.1.p","GO:0003676, GO:0003723, GO:0005634, GO:0005737, GO:0006396"
"Ceric.01G043400.1.p",""
"Ceric.01G043500.1.p","GO:0008289"
"Ceric.01G043500.2.p","GO:0008289, "
"Ceric.01G043500.3.p","GO:0008289, "
"Ceric.01G043600.1.p",""
"Ceric.01G043600.2.p",""
"Ceric.01G043700.1.p",""
"Ceric.01G043800.1.p","GO:0016651, GO:0048038, GO:0051287, GO:0055114, "
"Ceric.01G043900.1.p","GO:0016020, GO:0055114, "
"Ceric.01G044000.1.p",""
"Ceric.01G044100.1.p","GO:0017004, GO:0020037, "
"Ceric.01G044200.1.p","GO:0005840, "
"Ceric.01G044300.1.p","GO:0003676, GO:0006139, GO:0008408, "
"Ceric.01G044300.2.p","GO:0003676, GO:0006139, GO:0008408, "
"Ceric.01G044300.3.p","GO:0003676, GO:0006139, GO:0008408, "
"Ceric.01G044300.4.p","GO:0003676, GO:0006139, GO:0008408, "
"Ceric.01G044300.5.p","GO:0003676, GO:0006139, GO:0008408, "
"Ceric.01G044400.1.p","GO:0005506, GO:0006633, GO:0016491, GO:0055114, "
"Ceric.01G044400.2.p","GO:0005506, GO:0006633, GO:0016491, GO:0055114, "
"Ceric.01G044400.3.p","GO:0005506, GO:0006633, GO:0016491, GO:0055114, "
"Ceric.01G044500.1.p",""
"Ceric.01G044600.1.p",""
"Ceric.01G044700.1.p","GO:0005515, "
"Ceric.01G044700.2.p","GO:0005515, "
"Ceric.01G044800.1.p",""
"Ceric.01G044900.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.01G045000.1.p","GO:0016021, "
"Ceric.01G045000.2.p","GO:0016021, "
"Ceric.01G045100.1.p",""
"Ceric.01G045200.1.p",""
"Ceric.01G045300.1.p","GO:0000160, GO:0004871, "
"Ceric.01G045300.2.p","GO:0000160, GO:0004871, "
"Ceric.01G045400.1.p",""
"Ceric.01G045500.1.p",""
"Ceric.01G045600.1.p","GO:0005515"
"Ceric.01G045600.2.p","GO:0005515, "
"Ceric.01G045600.3.p","GO:0005515, "
"Ceric.01G045600.4.p","GO:0005515, "
"Ceric.01G045600.5.p","GO:0005515, "
"Ceric.01G045700.1.p","GO:0005515"
"Ceric.01G045700.2.p","GO:0005515, "
"Ceric.01G045700.3.p","GO:0005515, "
"Ceric.01G045700.4.p","GO:0005515, "
"Ceric.01G045700.5.p","GO:0005515, "
"Ceric.01G045700.6.p","GO:0005515, "
"Ceric.01G045700.7.p",""
"Ceric.01G045800.1.p","GO:0008483, GO:0030170, GO:0033014, GO:0042286"
"Ceric.01G045800.2.p","GO:0008483, GO:0030170, GO:0033014, GO:0042286, "
"Ceric.01G045800.3.p","GO:0008483, GO:0030170, GO:0033014, GO:0042286, "
"Ceric.01G045800.4.p","GO:0008483, GO:0030170, "
"Ceric.01G045800.5.p","GO:0008483, GO:0030170, "
"Ceric.01G045800.6.p","GO:0008483, GO:0030170, "
"Ceric.01G045900.1.p",""
"Ceric.01G046000.1.p",", GO:0005975, GO:0004650"
"Ceric.01G046000.2.p","GO:0004650, GO:0005975, "
"Ceric.01G046100.1.p",""
"Ceric.01G046100.2.p",""
"Ceric.01G046200.1.p",""
"Ceric.01G046300.1.p",""
"Ceric.01G046400.1.p",""
"Ceric.01G046500.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G046600.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G046700.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G046800.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G046900.1.p","GO:0005524, GO:0006457, GO:0051082, "
"Ceric.01G046900.2.p","GO:0005524, GO:0006457, GO:0051082, "
"Ceric.01G046900.3.p","GO:0005524, GO:0006457, GO:0051082, "
"Ceric.01G046900.4.p","GO:0005524, GO:0006457, GO:0051082, "
"Ceric.01G046900.5.p",""
"Ceric.01G047000.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047100.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047200.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047300.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047400.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047500.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047600.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047700.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047800.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G047900.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048000.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048100.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048200.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048300.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048400.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048500.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048600.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048700.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G048800.1.p",""
"Ceric.01G048900.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G049000.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G049100.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G049200.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.01G049300.1.p","GO:0003676, GO:0005515, GO:0005634, GO:0008270, "
