geneID,logFC,logCPM,F,PValue,FDR,GO,GOterms,Best-hit-arabi-name,Best-hit-arabi-defline,Best-hit-clamy-name,Best-hit-clamy-defline,Best-hit-rice-name,Best-hit-rice-defline,Pfam,Panther,ec,KOG,KO
Ceric.03G096000.1,4.658277068875794,3.3072671169753267,493.7938784058153,4.856562175229662e-9,1.2660869926606508e-6,GO:0003677 GO:0003700 GO:0006355 GO:0043565,DNA binding; DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding,NA,NA,NA,NA,NA,NA,PF00046 PF02183,PTHR24326 PTHR24326:SF171,NA,NA,K09338
Ceric.11G025600.1,10.032068146838409,4.199842884478282,211.3502778130657,4.856704959409198e-9,1.2660869926606508e-6,GO:0016831,carboxy-lyase activity,NA,NA,NA,NA,NA,NA,PF05870,PTHR40087,NA,NA,K13727
Ceric.05G036300.1,-4.791986199881582,5.145936601365247,489.42713109560185,4.968658740585788e-9,1.2660869926606508e-6,GO:0016021 GO:0016757,; glycosyltransferase activity,NA,NA,NA,NA,NA,NA,PF05637,PTHR31311,EC:2.4.2.39,KOG4748,NA
Ceric.26G035700.1,3.535398458988356,7.0545625282066675,488.5850109939017,4.970247060069995e-9,1.2660869926606508e-6,GO:0005215 GO:0006810 GO:0016020,transporter activity; transport; membrane,AT3G16240,delta tonoplast integral protein,Cre12.g549300,Aquaporin,LOC_Os06g22960,"aquaporin protein, putative, expressed",PF00230,PTHR19139 PTHR19139:SF99,NA,KOG0223,K09873
Ceric.1Z132600.1,4.068832605678735,3.702667352469282,488.91817139481856,4.981403151842607e-9,1.2660869926606508e-6,GO:0003824 GO:0003885 GO:0016020 GO:0016491 GO:0016614 GO:0050660 GO:0055114,"catalytic activity; D-arabinono-1,4-lactone oxidase activity; membrane; oxidoreductase activity; oxidoreductase activity, acting on CH-OH group of donors; flavin adenine dinucleotide binding; ",AT5G11540,"D-arabinono-1,4-lactone oxidase family protein",Cre03.g177600,"(1 of 1) 1.1.3.37//1.1.3.8 - D-arabinono-1,4-lactone oxidase / D-arabinono-gamma-lactone oxidase // L-gulonolactone oxidase / L-gulono-gamma-lactone oxidase",LOC_Os04g29090,"FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed",PF01565 PF04030,PTHR13878 PTHR13878:SF63,EC:1.1.3.37 EC:1.1.3.8,KOG4730,NA
Ceric.34G072100.1,5.694129459606952,6.950199842196989,488.1517507196742,4.993248028812723e-9,1.2660869926606508e-6,NA,,AT1G78780,pathogenesis-related family protein,NA,NA,LOC_Os01g53090,"pathogen-related protein, putative, expressed",NA,PTHR31723,NA,NA,NA
Ceric.09G086900.1,7.422164760378973,6.2463487850170285,486.60017700266883,5.141339819756443e-9,1.2660869926606508e-6,GO:0005215 GO:0006810 GO:0016020,transporter activity; transport; membrane,NA,NA,NA,NA,NA,NA,PF00230,PTHR19139 PTHR19139:SF144,NA,KOG0223,NA
Ceric.20G030400.1,-3.8434547283231955,6.441331372102271,484.7086648975106,5.147804541352754e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.30G052000.1,6.541996058885276,8.026602911204263,481.70914765023,5.288430226255881e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,PF01823,NA,NA,NA,K03495
Ceric.13G019300.1,6.8399518280442235,3.316629828450119,452.53251319829445,5.351523625564927e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,PTHR33210,NA,NA,NA
Ceric.07G081100.1,-2.798793591969663,7.103011585219154,478.52715886955406,5.440283765321003e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,PTHR33621 PTHR33621:SF2,NA,NA,NA
Ceric.25G060400.1,5.52682762790003,4.120633230450258,479.7038051989066,5.517181246555946e-9,1.2660869926606508e-6,GO:0008610 GO:0009058 GO:0016747,"lipid biosynthetic process; biosynthetic process; acyltransferase activity, transferring groups other than amino-acyl groups",AT5G13930,Chalcone and stilbene synthase family protein,NA,NA,LOC_Os11g32650,"chalcone synthase, putative, expressed",PF00195 PF08541,PTHR11877 PTHR11877:SF27,EC:2.3.1.74,NA,K00660
Ceric.34G072400.1,4.645783088836183,9.022579652762905,475.9787449232628,5.567084078413902e-9,1.2660869926606508e-6,NA,,AT1G78780,pathogenesis-related family protein,NA,NA,LOC_Os01g53090,"pathogen-related protein, putative, expressed",NA,PTHR31723,NA,NA,NA
Ceric.06G052600.1,6.788920956610121,3.270374536062644,448.6815364741058,5.572619046240659e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.11G007900.1,5.465946048221879,6.871972385904994,474.6414996765994,5.639489764648531e-9,1.2660869926606508e-6,GO:0005618 GO:0030599 GO:0042545,cell wall; pectinesterase activity; cell wall modification,AT5G55590,Pectin lyase-like superfamily protein,NA,NA,NA,NA,PF01095,PTHR31321,EC:3.1.1.11,NA,K01051
Ceric.05G098700.1,-4.6993180322374055,5.820260901892926,472.3832912882678,5.768650824959294e-9,1.2660869926606508e-6,GO:0016021,,NA,NA,Cre17.g700450,GPR1/FUN34/YaaH family membrane protein,NA,NA,PF01184,PTHR31123,NA,NA,NA
Ceric.09G055900.1,3.1590496325870165,7.723221537215165,470.78870039412647,5.838210686100668e-9,1.2660869926606508e-6,GO:0004601 GO:0006979 GO:0020037 GO:0055114,peroxidase activity; response to oxidative stress; heme binding; ,AT4G09010,ascorbate peroxidase 4,Cre05.g233900,Ascorbate peroxidase,LOC_Os04g51300,"peroxidase precursor, putative, expressed",PF00141,PTHR31356 PTHR31356:SF6,EC:1.11.1.11,NA,K00434
Ceric.31G038900.1,7.27715075615845,4.633805786271525,482.9222866496395,5.84602983762213e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.12G020500.1,-3.1692418259095203,6.198250827015403,469.1258566787376,5.9306072594890644e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.09G051400.1,6.306124300803122,8.462977303228634,466.5986768969969,6.0707028901607245e-9,1.2660869926606508e-6,NA,,AT1G67090,ribulose bisphosphate carboxylase small chain 1A,Cre02.g120100,"ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit 1",LOC_Os12g17600,"ribulose bisphosphate carboxylase small chain, chloroplast precursor, putative, expressed",PF00101,PTHR31262,EC:4.1.1.39,NA,K01602
Ceric.14G073800.1,-2.894844725874168,4.383608106881558,463.314186766046,6.2705456613631996e-9,1.2660869926606508e-6,GO:0005515,protein binding,NA,NA,Cre10.g433450,(1 of 1) PTHR22844//PTHR22844:SF125 - F-BOX AND WD40 DOMAIN PROTEIN // SUBFAMILY NOT NAMED,NA,NA,PF00400,PTHR22844 PTHR22844:SF125,NA,KOG0279 KOG0313,NA
Ceric.11G005400.1,3.1791686882055896,4.629160259329123,462.2502828995957,6.325154800931078e-9,1.2660869926606508e-6,GO:0006855 GO:0015238 GO:0015297 GO:0016020 GO:0055085,xenobiotic transmembrane transport; ; antiporter activity; membrane; transmembrane transport,AT1G71870,MATE efflux family protein,NA,NA,LOC_Os03g62270,"MATE efflux family protein, putative, expressed",PF01554,PTHR11206 PTHR11206:SF75,NA,KOG1347,K03327
Ceric.04G031700.1,-6.132635288151317,3.2562261810740574,384.21770388966723,6.416909268146495e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.07G010800.1,5.645929625935348,5.0069227639476015,461.2980828350846,6.420667173103741e-9,1.2660869926606508e-6,GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085,ATP binding; transport; ; ATP hydrolysis activity; ATPase-coupled transmembrane transporter activity; transmembrane transport,NA,NA,Cre17.g725200,"(1 of 2) K05658 - ATP-binding cassette, subfamily B (MDR/TAP), member 1 (ABCB1)",NA,NA,PF00005 PF00664,PTHR24221,EC:3.6.3.44,NA,NA
Ceric.15G066200.1,-3.814583778084273,5.497864816589468,460.44627848316026,6.437600472418976e-9,1.2660869926606508e-6,GO:0005515,protein binding,NA,NA,NA,NA,NA,NA,PF00168,PTHR32246 PTHR32246:SF16,NA,NA,NA
Ceric.20G083400.1,9.401797897147278,2.783852061545942,363.34562384996934,6.4780505056209625e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.24G006400.1,3.0008651963017843,7.05244635774346,458.8178020517485,6.528035297066925e-9,1.2660869926606508e-6,NA,,AT1G75690,DnaJ/Hsp40 cysteine-rich domain superfamily protein,NA,NA,LOC_Os03g14040,expressed protein,NA,PTHR15852 PTHR15852:SF27,EC:5.3.4.1,NA,NA
Ceric.16G059400.1,7.738138417790943,3.2667020125050388,303.359439169109,6.575627288164701e-9,1.2660869926606508e-6,GO:0008152 GO:0016758,metabolic process; hexosyltransferase activity,AT5G05870,UDP-glucosyl transferase 76C1,Cre07.g322884,(1 of 1) PTHR11926//PTHR11926:SF16 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // PROTEIN UGT-61-RELATED,NA,NA,PF00201,PTHR11926 PTHR11926:SF279,EC:2.4.1.203,NA,NA
Ceric.24G005900.1,2.5927439291326153,6.273775063935042,457.3616244338407,6.618656189396435e-9,1.2660869926606508e-6,GO:0044238,primary metabolic process,AT5G24490,"30S ribosomal protein, putative",Cre05.g237450,Plastid-specific ribosomal protein 1,LOC_Os03g63950,"plastid-specific 30S ribosomal protein 1, chloroplast precursor, putative, expressed",PF02482 PF16321,PTHR33231 PTHR33231:SF1,NA,NA,NA
Ceric.27G009900.1,-2.741142854855199,4.731415085739936,456.13254066880353,6.703606448464787e-9,1.2660869926606508e-6,GO:0005618 GO:0030599 GO:0042545,cell wall; pectinesterase activity; cell wall modification,NA,NA,NA,NA,NA,NA,PF01095,PTHR31321,EC:3.1.1.11,NA,K01051
Ceric.38G011800.1,-3.2740063169728773,6.910903421690878,455.94328146238905,6.709639712096945e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,PF12222,PTHR31104,EC:3.5.1.52,NA,NA
Ceric.37G058300.1,-2.7299163894039524,5.373899197148472,455.04435108678354,6.770119417615703e-9,1.2660869926606508e-6,NA,,AT1G18000,Major facilitator superfamily protein,NA,NA,LOC_Os04g01520,expressed protein,PF05978,PTHR23294 PTHR23294:SF25,NA,KOG3098,NA
Ceric.1Z114200.1,-3.4129268166908417,4.846704897536831,453.0907759331521,6.90715992197779e-9,1.2660869926606508e-6,GO:0005215 GO:0006810 GO:0016020 GO:0055085,transporter activity; transport; membrane; transmembrane transport,NA,NA,Cre10.g433200,Xanthine/uracil/vitamin C permease-like,NA,NA,PF00860,PTHR11119 PTHR11119:SF36,NA,NA,NA
Ceric.1Z171200.1,9.21189319496785,2.5870316484464553,358.31744569896176,6.912947986743617e-9,1.2660869926606508e-6,GO:0005618 GO:0030599 GO:0042545,cell wall; pectinesterase activity; cell wall modification,AT5G55590,Pectin lyase-like superfamily protein,NA,NA,NA,NA,PF01095,PTHR31321,EC:3.1.1.11,NA,K01051
Ceric.13G095500.1,6.6132211329834565,4.826252436209872,457.68713155191233,6.9290904128755e-9,1.2660869926606508e-6,NA,,AT4G11180,Disease resistance-responsive (dirigent-like protein) family protein,NA,NA,LOC_Os03g05030,"dirigent, putative, expressed",PF03018,PTHR21495,NA,NA,NA
Ceric.12G059600.1,9.280304382389277,4.593077065909242,264.124443211844,6.935295913679509e-9,1.2660869926606508e-6,GO:0003700 GO:0006355,DNA-binding transcription factor activity; regulation of DNA-templated transcription,AT1G64380,Integrase-type DNA-binding superfamily protein,NA,NA,LOC_Os03g09170,"ethylene-responsive transcription factor, putative, expressed",PF00847,PTHR31985,NA,NA,NA
Ceric.02G004600.1,-3.1961251581356867,5.233002746099163,451.0122655460102,7.0389792306757905e-9,1.2660869926606508e-6,NA,,AT2G32460,myb domain protein 101,NA,NA,LOC_Os11g45740,"MYB family transcription factor, putative, expressed",PF00249,PTHR10641 PTHR10641:SF628,NA,KOG0048,K09422
Ceric.28G056600.1,-2.988989832992678,4.207769421749408,450.3996882617857,7.093270307208934e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.24G067200.1,-3.011184037271341,6.363648669811834,450.119775244679,7.094558420458569e-9,1.2660869926606508e-6,GO:0005515 GO:0016021 GO:0016192,protein binding; ; vesicle-mediated transport,AT5G05570,transducin family protein / WD-40 repeat family protein,Cre12.g558250,"Regulatory R-SNARE protein, Tomsyn/Sro family (R.Reg)",LOC_Os07g49300,expressed protein,PF00957,PTHR10241 PTHR10241:SF25,NA,KOG1983,K08518
Ceric.30G038300.1,3.476404596638959,3.424872294336248,450.0781178359749,7.121923354504411e-9,1.2660869926606508e-6,GO:0005515 GO:0008270,protein binding; zinc ion binding,NA,NA,NA,NA,NA,NA,PF13920,NA,NA,KOG4172,NA
Ceric.36G008400.1,-3.242794742288753,4.567144260857721,449.7447093335241,7.135100493266351e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.23G033400.1,-3.3456908103856113,4.417807655491205,449.6338826030478,7.148442427075408e-9,1.2660869926606508e-6,GO:0008107 GO:0016020 GO:0042546,galactoside 2-alpha-L-fucosyltransferase activity; membrane; cell wall biogenesis,NA,NA,NA,NA,NA,NA,PF03254,PTHR31889 PTHR31889:SF13,EC:2.4.1.69,NA,K13681
Ceric.19G064500.1,2.5121950086877174,4.94050927702122,449.08864574810286,7.165164675371223e-9,1.2660869926606508e-6,GO:0003999 GO:0005737 GO:0006168 GO:0009116,adenine phosphoribosyltransferase activity; cytoplasm; adenine salvage; nucleoside metabolic process,AT4G22570,adenine phosphoribosyl transferase 3,Cre17.g704850,"(1 of 1) K00759 - adenine phosphoribosyltransferase (APRT, apt)",LOC_Os07g30150,"phosphoribosyl transferase, putative, expressed",PF00156,PTHR11776 PTHR11776:SF7,EC:2.4.2.7,KOG1712,K00759
Ceric.29G063800.1,6.957832058564903,6.266026549235652,449.76581608750513,7.1684101304758344e-9,1.2660869926606508e-6,GO:0009055,electron transfer activity,NA,NA,NA,NA,NA,NA,PF02298,PTHR33021,NA,NA,NA
Ceric.30G035900.1,-2.971198968623462,5.621862942495127,447.583489982399,7.272862156436089e-9,1.2660869926606508e-6,GO:0046872,metal ion binding,AT2G17180,C2H2-like zinc finger protein,NA,NA,NA,NA,PF13912,PTHR26374,NA,NA,NA
Ceric.02G086900.1,-3.0280786868697516,5.436517015312015,445.7604711991028,7.403171100017785e-9,1.2660869926606508e-6,GO:0005515,protein binding,NA,NA,Cre11.g475000,Intraflagellar Transport Protein 121,NA,NA,NA,PTHR16517 PTHR16517:SF1,NA,NA,NA
Ceric.23G074300.1,-2.6063411640761425,5.015055627896099,445.70759304999643,7.4075249206963766e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.02G003900.1,-3.5225587591098066,6.568006701611408,445.2504897166138,7.437486090727965e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.18G048500.1,6.773845421784742,1.3353171907565486,194.57981650823646,7.4408676985023716e-9,1.2660869926606508e-6,NA,,AT1G64450,Glycine-rich protein family,NA,NA,NA,NA,PF03168,PTHR31852,NA,NA,NA
Ceric.1Z152300.1,-2.5322235781322697,5.3447111525281645,444.99492423452176,7.457295752362715e-9,1.2660869926606508e-6,NA,,NA,NA,NA,NA,NA,NA,PF00249,PTHR10641 PTHR10641:SF488,NA,NA,K09422
Ceric.29G063900.1,7.220955024722434,5.43256544228406,449.8517012384035,7.467567103152745e-9,1.2660869926606508e-6,GO:0009055,electron transfer activity,NA,NA,NA,NA,NA,NA,PF02298,PTHR33021,NA,NA,NA
Ceric.30G058100.1,3.2729336171529897,8.239569780610477,441.96758333407496,7.677158251010957e-9,1.2919804318867996e-6,NA,,NA,NA,NA,NA,NA,NA,PF07876,PTHR33178 PTHR33178:SF1,NA,NA,NA
Ceric.21G085000.1,-3.273144529729468,6.036291943112794,441.1640983299613,7.741831342723702e-9,1.2932843108480867e-6,GO:0005515,protein binding,NA,NA,Cre03.g178700,NA,NA,NA,PF02985,PTHR31355 PTHR31355:SF7,NA,NA,NA
Ceric.23G080800.1,8.255883912090422,4.756618346421314,413.5698749722959,7.945380321787858e-9,1.3069624086832277e-6,NA,,NA,NA,NA,NA,NA,NA,NA,PTHR31496,NA,NA,NA
Ceric.36G031800.1,-3.0957267244415747,6.416726962605878,438.03561657309945,7.982339079095289e-9,1.3069624086832277e-6,NA,,AT1G60790,Plant protein of unknown function (DUF828),NA,NA,NA,NA,PF13839 PF14416,PTHR32285,NA,NA,NA
Ceric.05G101400.1,3.142616722475425,7.320690992276278,437.8320135841382,7.996292742064733e-9,1.3069624086832277e-6,NA,,NA,NA,Cre05.g233950,Conserved in the Green Lineage,NA,NA,PF14159,PTHR33222 PTHR33222:SF4,NA,NA,NA
Ceric.20G018500.1,2.3442124213788547,5.462097263452426,435.78240933338765,8.161955364924979e-9,1.3188003084727727e-6,GO:0004553 GO:0005975,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",AT1G62660,Glycosyl hydrolases family 32 protein,Cre12.g488050,Fructan fructosyltransferase,LOC_Os02g01590,"glycosyl hydrolases, putative, expressed",PF00251 PF08244,PTHR31953,EC:3.2.1.26,NA,K01193
Ceric.19G065500.1,-2.867104689689676,6.037308082438461,435.19456688322657,8.211039305196116e-9,1.3188003084727727e-6,GO:0005524 GO:0016020 GO:0016887,ATP binding; membrane; ATP hydrolysis activity,AT1G66950,pleiotropic drug resistance 11,Cre16.g655450,(1 of 1) PTHR19241//PTHR19241:SF307 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 34-RELATED,NA,NA,PF00005 PF01061 PF08370 PF14510,PTHR19241 PTHR19241:SF307,EC:3.6.3.34,NA,NA
Ceric.24G032600.1,-2.354397805460948,5.6542721338118005,433.6168612381578,8.341155879898853e-9,1.3188003084727727e-6,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; ",NA,NA,NA,NA,NA,NA,PF00067,PTHR24282,NA,KOG0157,K15639
Ceric.05G036500.1,-3.7003118520181597,4.400795767222234,432.6615536223562,8.458568827124954e-9,1.3188003084727727e-6,NA,,AT4G24780,Pectin lyase-like superfamily protein,NA,NA,NA,NA,PF00544,PTHR31683 PTHR31683:SF20,EC:4.2.2.2,NA,K01728
Ceric.18G041400.1,2.539462017630821,5.6170921821896895,431.74870910031035,8.497360583079141e-9,1.3188003084727727e-6,GO:0003824 GO:0004722 GO:0006470,catalytic activity; protein serine/threonine phosphatase activity; protein dephosphorylation,NA,NA,Cre01.g030200,Flagellar Associated Protein 6,NA,NA,PF00481,PTHR13832 PTHR13832:SF286,EC:3.1.3.16,KOG0698,NA
Ceric.08G070800.1,-3.525008456172084,6.093199112909573,431.71261933628637,8.504018743392774e-9,1.3188003084727727e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.18G036200.1,7.339753587603914,1.9195510599308294,189.87492698530727,8.547461947559104e-9,1.3188003084727727e-6,NA,,NA,NA,NA,NA,NA,NA,PF13839 PF14416,PTHR32285,NA,NA,NA
Ceric.21G047800.1,-2.327049700525249,5.412221465710837,430.8120555079131,8.579147686744119e-9,1.3188003084727727e-6,GO:0005634,nucleus,AT1G20610,Cyclin B2;3,NA,NA,LOC_Os04g47580,"cyclin, putative, expressed",PF00134 PF02984,PTHR10177 PTHR10177:SF196,NA,KOG0653,K05868
Ceric.07G008800.1,7.950591434018677,3.237146121307804,253.4843267136548,8.591154789117936e-9,1.3188003084727727e-6,NA,,NA,NA,NA,NA,NA,NA,PF03018,NA,NA,NA,NA
Ceric.30G019400.1,4.132088202414834,4.249286757684597,428.5812447173226,8.795592430698389e-9,1.3310723950316915e-6,NA,,AT1G22160,Protein of unknown function (DUF581),NA,NA,NA,NA,PF04570,PTHR33059,NA,NA,NA
Ceric.02G054100.1,-2.9330121350148923,5.558489005248689,428.2298026164573,8.80758224804094e-9,1.3310723950316915e-6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.03G063200.1,-2.6693923350059405,6.110076097124695,427.75152277896245,8.84686525154212e-9,1.3310723950316915e-6,GO:0004553 GO:0005975,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,NA,Cre01.g048350,conserved protein with glycosyl hydrolase family 5 domain,NA,NA,PF00150,PTHR31451,EC:3.2.1.78,NA,K19355
Ceric.1Z007400.1,4.01537781422751,7.6988338352360195,426.5427605794903,8.954043286148135e-9,1.3383349303815755e-6,NA,,AT4G11180,Disease resistance-responsive (dirigent-like protein) family protein,NA,NA,LOC_Os03g05030,"dirigent, putative, expressed",PF03018,PTHR21495,NA,NA,NA
Ceric.08G049600.1,2.4288619833248064,4.680250315995485,423.5253124206418,9.236612443919547e-9,1.3660673671953114e-6,NA,,NA,NA,NA,NA,NA,NA,PF13632,PTHR10587 PTHR10587:SF15,EC:2.4.1.12,NA,NA
Ceric.04G072000.1,-2.4191522883305074,5.45124473930074,423.2815081934005,9.259843062990359e-9,1.3660673671953114e-6,GO:0005634 GO:0006351 GO:0008270,nucleus; DNA-templated transcription; zinc ion binding,AT5G25520,SPOC domain / Transcription elongation factor S-II protein,Cre02.g073250,(1 of 1) PTHR11477:SF17 - PROTEIN PARTNER OF SNF,LOC_Os02g11780,"transcription factor S-II, central domain containing protein, expressed",PF07500 PF07744,PTHR11477 PTHR11477:SF17,NA,NA,NA
Ceric.19G044800.1,2.2836387676286276,4.684752101257496,419.5959162607578,9.616326439788605e-9,1.3771956320352545e-6,NA,,AT3G02555,NA,NA,NA,LOC_Os12g40840,expressed protein,NA,PTHR33384 PTHR33384:SF1,NA,NA,NA
Ceric.01G049700.1,-2.541727610597285,5.614614823177009,418.89818217990705,9.686492010950792e-9,1.3771956320352545e-6,GO:0003872 GO:0006002 GO:0006096,6-phosphofructokinase activity; fructose 6-phosphate metabolic process; glycolytic process,AT5G61580,phosphofructokinase 4,NA,NA,LOC_Os06g05860,"6-phosphofructokinase, putative, expressed",PF00365,PTHR13697 PTHR13697:SF7,EC:2.7.1.11,KOG2440,K00850
Ceric.15G008400.1,5.4717148816983645,8.112621595093726,418.85456635694055,9.689304284261479e-9,1.3771956320352545e-6,GO:0003849 GO:0009073,3-deoxy-7-phosphoheptulonate synthase activity; aromatic amino acid family biosynthetic process,NA,NA,Cre17.g726750,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,NA,NA,PF01474,PTHR21337 PTHR21337:SF6,EC:2.5.1.54,NA,K01626
